id,url,title,visit_count,typed_count,last_visit_time
1,https://www.google.com/search?q=gmail&rlz=1C1GCEU_enUS1162US1162&oq=gmail&gs_lcrp=EgZjaHJvbWUyDwgAEEUYORiDARixAxiABDIQCAEQABiDARixAxiABBiKBTIKCAIQABixAxiABDIKCAMQABixAxiABDIKCAQQABixAxiABDINCAUQABiDARixAxiABDIHCAYQABiABDINCAcQABiDARixAxiABDINCAgQABiDARixAxiABDIHCAkQABiPAtIBCDE4MDhqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,gmail - Google Search,1,0,2025-05-23 22:20:05.045207977
2,https://www.google.com/search?q=gmail&rlz=1C1GCEU_enUS1162US1162&oq=gmail&gs_lcrp=EgZjaHJvbWUyDwgAEEUYORiDARixAxiABDIQCAEQABiDARixAxiABBiKBTIKCAIQABixAxiABDIKCAMQABixAxiABDIKCAQQABixAxiABDINCAUQABiDARixAxiABDIHCAYQABiABDINCAcQABiDARixAxiABDINCAgQABiDARixAxiABDIHCAkQABiPAtIBCDE4MDhqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8&sei=qPUwaL34Jr7bwN4Pq-ilgAQ,gmail - Google Search,1,0,2025-05-23 22:20:05.195112228
21,https://accounts.google.com/CheckCookie?continue=https://accounts.google.com/ManageAccount?nc%3D1&flowName=GlifWebSignIn&chtml=LoginDoneHtml&gidl=EgIIAA,Google Account,1,0,2025-05-23 22:23:29.032060623
22,https://accounts.google.com/ManageAccount?nc=1,Google Account,1,0,2025-05-23 22:23:29.032060623
23,https://myaccount.google.com/?authuser=0&utm_source=sign_in_no_continue,Google Account,1,0,2025-05-23 22:23:29.032060623
24,https://accounts.google.com/ServiceLogin?service=accountsettings&passive=1209600&osid=1&continue=https://myaccount.google.com/?authuser%3D0%26utm_source%3Dsign_in_no_continue&followup=https://myaccount.google.com/?authuser%3D0%26utm_source%3Dsign_in_no_continue&authuser=0,Google Account,1,0,2025-05-23 22:23:29.032060623
25,https://myaccount.google.com/accounts/SetOSID?authuser=0&continue=https://myaccount.google.com/?authuser%3D0%26utm_source%3Dsign_in_no_continue%26pli%3D1&osidt=ALWU2cvqYPQbxiYiKpg-cGlqNmekd9Dg-OOROo7vcGDDa5dbqa9Dx7ku0X5aUUeFgXKl8WBBeHmZWrJ93KBCWDfb8jUdurxyIAjinChJZzSFOSyFk3dEZ7JK7dCjIvzKtKkJlHJiw30Gxjm6peAcmDe_b9m-CN-RooixN3QIiuoZfv2r4YYoV6KBoGTrCRgDy8Ftn1MhUtqVDXn904unpUDQzEw25wRIXrKwVbMxEGCUoQEWnjky_Hj8v4S0lkW6lyu2lM0GdmoGXYDgdzFHwi1Ly60ssb17L2k__LcGx-JTEvWaQpUpZzLs9RDTyF4DaEYQkjeinGfzQscTyOwuZooizLWKkFpsVHe2QkMzR6ibLVdw75TGmN0obcDx1ESf-A7NGT4BRbyPVd2te59eWz-6tHL29xSqC4AocPdnbmdmjA8tsvqF7hWnRu6KGbXYNCXPXUq8et3C-A2JPCZxyib6TpIa84KVSi8NFBwpHWm9z5npI9nwAL4&ifkv=ASKV5MgEgfq_gJue7QT4rngAzb4BDdKLT2YOrpFLaoeoPBSDHJWw7t4NQ1jAp3nTht8cV0xfGqTPQg,Google Account,1,0,2025-05-23 22:23:29.032060623
26,https://myaccount.google.com/?authuser=0&utm_source=sign_in_no_continue&pli=1,Google Account,1,0,2025-05-23 22:23:29.032060623
27,https://myaccount.google.com/?utm_source=sign_in_no_continue&pli=1,Google Account,1,0,2025-05-23 22:23:29.032060623
28,https://myaccount.google.com/?utm_source=OGB&utm_medium=app&authuser=0,Google Account,1,0,2025-05-23 22:23:39.943794250
29,https://myaccount.google.com/?utm_source=OGB&utm_medium=app,Google Account,1,0,2025-05-23 22:23:39.943794250
30,https://accounts.google.com/signin/chrome/sync?ssp=1&continue=https%3A%2F%2Fwww.google.com%2F,Sign in - Google Accounts,1,0,2025-05-23 22:23:59.641067505
31,https://accounts.google.com/v3/signin/identifier?continue=https://accounts.google.com/signin/chrome/sync/finish?est%3DABhSNjl9mUv2R_nNgVTa86uw1nGGPNjourhzFBNX0cCDYeHVEPoKtIOtBJ0FC0ueESKaAqG2PqggabAmyrgNmw%26continue%3Dhttps://www.google.com/&dsh=S942711683:1748039314960199&ffgf=1&ssp=1&flowName=GlifDesktopChromeSync,Sign in - Google Accounts,1,0,2025-05-23 22:23:59.641067505
32,https://accounts.google.com/v3/signin/challenge/pwd?TL=AArrULRvZ0Tk3zNpzelz8yje4BnUz-HAzyo7Y-MUxEe8U-C0UhI-hivd1p9sfJLz&checkConnection=youtube%3A534&checkedDomains=youtube&cid=1&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Fchrome%2Fsync%2Ffinish%3Fest%3DABhSNjl9mUv2R_nNgVTa86uw1nGGPNjourhzFBNX0cCDYeHVEPoKtIOtBJ0FC0ueESKaAqG2PqggabAmyrgNmw%26continue%3Dhttps%3A%2F%2Fwww.google.com%2F&dsh=S942711683%3A1748039314960199&flowName=GlifDesktopChromeSync&pstMsg=1,Sign in - Google Accounts,1,0,2025-05-23 22:24:04.778310776
33,https://chromewebstore.google.com/detail/dex/ignaljemchdlmoimaliinmonecgbdnkk?authuser=3&hl=en,dex - Chrome Web Store,1,1,2025-05-23 22:34:08.757421494
34,https://accounts.google.com/ServiceLogin?passive=1209600&osid=1&continue=https://chromewebstore.google.com/detail/dex/ignaljemchdlmoimaliinmonecgbdnkk?authuser%3D3%26hl%3Den&followup=https://chromewebstore.google.com/detail/dex/ignaljemchdlmoimaliinmonecgbdnkk?authuser%3D3%26hl%3Den&hl=en&authuser=0,dex - Chrome Web Store,1,0,2025-05-23 22:34:08.757421494
35,https://chromewebstore.google.com/accounts/SetOSID?authuser=0&continue=https://chromewebstore.google.com/detail/dex/ignaljemchdlmoimaliinmonecgbdnkk?authuser%3D0%26hl%3Den%26pli%3D1&osidt=ALWU2ctJAcThWqlcub1VoWnhsOc-Lni10dHai3jNo6De8zVc4Z6hhTVnvNJZLaBC2FJRkJ33dk_NimykUeDyup_Q5kOgZcAF_6gXRTReW8DQN7IwxKtO24D5B4uUpRMN7FhHM8_NZ1RfKZlk5XVrI0maATq2Vy86lXDIrckY-4H02oKxbBPzxCwOn0UMIccK_WBFamXZ0pAE-Hkqo3Ee-LK98DL8S5daEYw-nKk3tP7rjqMQI4vff-6y77EYhlo-mApXQddG2YA7iGLYRdG5wROpY8NNSYt4UL48Ly2ChQUEodb4Et_7BEbebhmgjfd5LoB8Dfy_pHenhbeaHEypdC7y4TR6g4iRByJJWxAI56PD4pV78BiShQM4HnD1cW5YnGSHndgQx1LOkZOJS1yOjoF1U8EeN9UeL3fGZE4TW9BmesYBy_2855hV_nMS41FblVDJSOYHuraHolB-FlqmRaaSFiP67-swg8xRinq3q7ddplDFJXHtxjA&ifkv=ASKV5MgbDRLBBHqv3MgTYczq1U7PZcs-s0fEJJxEADZO16mP5UmHpZkzEtDQPNHj3uqFRHunJ68Y,dex - Chrome Web Store,1,0,2025-05-23 22:34:08.757421494
36,https://chromewebstore.google.com/detail/dex/ignaljemchdlmoimaliinmonecgbdnkk?authuser=0&hl=en&pli=1,dex - Chrome Web Store,1,0,2025-05-23 22:34:08.757421494
37,chrome-extension://ignaljemchdlmoimaliinmonecgbdnkk/permission.html,Welcome to Dex,1,0,2025-05-23 22:34:51.107183456
38,https://myaccount.google.com/personal-info?utm_source=OGB&utm_medium=app,Personal info,1,0,2025-05-23 22:35:21.825273514
39,https://www.google.com/search?q=apple+iphone+17+pro+max&rlz=1C1GCEU_enUS1162US1162&oq=&gs_lcrp=EgZjaHJvbWUqEQgFEAAYAxhCGI8BGLQCGOoCMgkIABBFGDsYwgMyEQgBEAAYAxhCGI8BGLQCGOoCMhEIAhAAGAMYQhiPARi0AhjqAjIRCAMQABgDGEIYjwEYtAIY6gIyDwgEEC4YAxiPARi0AhjqAjIRCAUQABgDGEIYjwEYtAIY6gIyEQgGEAAYAxhCGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCTk3NjNqMGoxNagCCLACAfEFn3tZOEO1naDxBZ97WThDtZ2g&sourceid=chrome&ie=UTF-8,apple iphone 17 pro max - Google Search,1,0,2025-05-23 22:36:25.577817917
40,https://www.google.com/search?q=apple+iphone+17+pro+max&rlz=1C1GCEU_enUS1162US1162&oq=&gs_lcrp=EgZjaHJvbWUqEQgFEAAYAxhCGI8BGLQCGOoCMgkIABBFGDsYwgMyEQgBEAAYAxhCGI8BGLQCGOoCMhEIAhAAGAMYQhiPARi0AhjqAjIRCAMQABgDGEIYjwEYtAIY6gIyDwgEEC4YAxiPARi0AhjqAjIRCAUQABgDGEIYjwEYtAIY6gIyEQgGEAAYAxhCGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCTk3NjNqMGoxNagCCLACAfEFn3tZOEO1naDxBZ97WThDtZ2g&sourceid=chrome&ie=UTF-8&sei=ffkwaMPgCoa_p84P9oLDiQ8,apple iphone 17 pro max - Google Search,3,0,2025-05-23 22:36:58.735540390
41,https://m.facebook.com/theapplehubofficial/photos/the-iphone-17-pro-models-will-reportedly-support-8k-video-recording-/1253040549815876/,Facebook,1,0,2025-05-23 22:36:47.307455063
42,https://www.facebook.com/theapplehubofficial/photos/the-iphone-17-pro-models-will-reportedly-support-8k-video-recording-/1253040549815876/?_rdr,Facebook,1,0,2025-05-23 22:36:47.307455063
43,https://www.apple.com/shop/buy-iphone/iphone-16-pro/6.9-inch-display-256gb-black-titanium-unlocked,Buy iPhone 16 Pro Max 256GB Black Titanium - Apple,1,0,2025-05-23 22:36:54.206539154
